Epoch,loss,mse,val_loss,val_mse
0,0.65496,0.22771,13.24894,0.87142
1,0.41222,0.11661,13.28136,0.87155
2,0.34387,0.08829,13.26291,0.87064
3,0.30274,0.07236,13.22865,0.86836
4,0.26976,0.06058,13.21148,0.86788
5,0.24028,0.05086,13.15161,0.86524
6,0.21298,0.04269,13.01534,0.85994
7,0.18861,0.03588,12.88509,0.85599
8,0.16875,0.03104,12.54539,0.84656
9,0.1511,0.02708,11.79515,0.83121
10,0.13581,0.02382,5.88126,0.53506
11,0.12269,0.02132,5.42645,0.54913
12,0.11264,0.01981,5.08854,0.56355
13,0.10351,0.01847,1.85226,0.13924
14,0.09479,0.0169,1.62087,0.43423
15,0.08782,0.01599,1.32551,0.14315
16,0.08079,0.01463,0.44403,0.14542
17,0.0757,0.01401,0.31828,0.09505
18,0.07128,0.01356,0.24741,0.06832
19,0.06758,0.013,0.20001,0.05132
20,0.06255,0.01209,0.19585,0.05291
21,0.05988,0.01182,0.17348,0.04601
22,0.05674,0.0112,0.12555,0.03072
23,0.05429,0.01097,0.13422,0.03501
24,0.05196,0.01057,0.12833,0.03399
25,0.04878,0.00985,0.10499,0.02651
26,0.04749,0.00975,0.10485,0.02698
27,0.04422,0.00902,0.09922,0.0251
28,0.04193,0.00855,0.09442,0.02411
29,0.04044,0.00832,0.09384,0.0246
30,0.03913,0.00806,0.09587,0.02625
31,0.03766,0.00788,0.0896,0.02449
32,0.03557,0.00733,0.08934,0.02458
33,0.03417,0.00702,0.09321,0.02669
34,0.03318,0.00685,0.08701,0.02432
35,0.03224,0.00677,0.08809,0.02471
36,0.03102,0.00659,0.08442,0.0233
37,0.0307,0.0066,0.08664,0.0242
38,0.02992,0.00647,0.09054,0.02572
39,0.02918,0.00632,0.08475,0.02368
40,0.02819,0.00606,0.08637,0.02418
41,0.02676,0.00574,0.09193,0.02633
42,0.02634,0.00573,0.09147,0.02608
43,0.02608,0.00573,0.08569,0.02415
44,0.02516,0.00553,0.08286,0.02331
45,0.02367,0.0051,0.07834,0.0218
46,0.02485,0.00559,0.08446,0.0238
47,0.02373,0.00525,0.08321,0.02301
48,0.02245,0.00492,0.07839,0.02162
49,0.02252,0.00496,0.08013,0.022
